Cr,Mo,Nb,Ta,V,W,FCC_L12,BCC_B2
0.15,0.2,0.05,0.2,0.15,0.25,0,0.74855254
0.15,0.1,0.2,0.2,0.1,0.25,0,0.74801338
0.15,0.2,0.25,0.15,0.05,0.2,0,0.74798314
0.15,0.15,0.15,0.35,0.1,0.1,0,0.74793065
0.15,0.05,0.15,0.25,0.2,0.2,0,0.74787926
0.1,0.05,0.35,0.1,0.35,0.05,0,0.74779974
0.1,0.2,0.05,0.2,0.35,0.1,0,0.74775762
0.15,0.05,0.15,0.3,0.15,0.2,0,0.7477421
0.15,0.05,0.25,0.2,0.2,0.15,0,0.7477159
0.15,0.15,0.1,0.05,0.2,0.35,0,0.74766751
0.15,0.25,0.25,0.1,0.05,0.2,0,0.74766131
0.15,0.05,0.25,0.25,0.15,0.15,0,0.74751489
0.15,0.1,0.1,0.35,0.1,0.2,0,0.74739766
0.15,0.1,0.2,0.1,0.15,0.3,0,0.74733442
0.15,0.15,0.1,0.3,0.1,0.2,0,0.7472727
0.15,0.15,0.1,0.35,0.05,0.2,0,0.74680895
0.15,0.05,0.15,0.25,0.15,0.25,0,0.74663794
0.15,0.2,0.2,0.3,0.1,0.05,0,0.74661732
0.15,0.05,0.15,0.2,0.15,0.3,0,0.74632199
0.15,0.1,0.35,0.1,0.05,0.25,0,0.74604449
0.15,0.3,0.2,0.1,0.05,0.2,0,0.74589827
0.15,0.2,0.2,0.2,0.05,0.2,0,0.74588759
0.15,0.05,0.15,0.3,0.1,0.25,0,0.74581804
0.15,0.05,0.15,0.1,0.2,0.35,0,0.7457469
0.15,0.1,0.05,0.3,0.15,0.25,0,0.74574166
0.15,0.35,0.15,0.1,0.05,0.2,0,0.74552038
0.15,0.1,0.1,0.05,0.35,0.25,0,0.74540056
0.15,0.05,0.3,0.1,0.1,0.3,0,0.74533033
0.15,0.05,0.15,0.15,0.25,0.25,0,0.74520904
0.15,0.15,0.2,0.15,0.1,0.25,0,0.74502472
0.15,0.05,0.25,0.35,0.1,0.1,0,0.74491147
0.15,0.15,0.35,0.05,0.05,0.25,0,0.74480918
0.15,0.2,0.2,0.1,0.1,0.25,0,0.74469189
0.15,0.25,0.2,0.15,0.05,0.2,0,0.74465553
0.15,0.1,0.15,0.25,0.1,0.25,0,0.74457821
0.15,0.1,0.1,0.3,0.15,0.2,0,0.74438647
0.15,0.35,0.05,0.1,0.1,0.25,0,0.74416922
0.15,0.2,0.15,0.25,0.05,0.2,0,0.74415333
0.15,0.1,0.3,0.05,0.1,0.3,0,0.74414545
0.15,0.15,0.05,0.35,0.1,0.2,0,0.74414486
0.15,0.1,0.2,0.35,0.1,0.1,0,0.74409183
0.1,0.2,0.1,0.15,0.35,0.1,0,0.74407077
0.15,0.1,0.15,0.3,0.15,0.15,0,0.74357116
0.15,0.15,0.05,0.35,0.15,0.15,0,0.74346605
0.15,0.05,0.1,0.25,0.15,0.3,0,0.74342102
0.15,0.05,0.25,0.05,0.15,0.35,0,0.74341016
0.15,0.1,0.3,0.15,0.05,0.25,0,0.7431956
0.15,0.1,0.15,0.15,0.15,0.3,0,0.74318293
0.15,0.15,0.15,0.1,0.15,0.3,0,0.74304381
0.15,0.15,0.2,0.05,0.25,0.2,0,0.74292542
0.1,0.25,0.05,0.15,0.35,0.1,0,0.74288832
0.15,0.05,0.2,0.05,0.3,0.25,0,0.74276101
0.15,0.05,0.1,0.35,0.15,0.2,0,0.74273479
0.15,0.05,0.1,0.35,0.1,0.25,0,0.74273423
0.15,0.2,0.1,0.3,0.05,0.2,0,0.74262735
0.15,0.25,0.15,0.1,0.1,0.25,0,0.74260117
0.15,0.3,0.15,0.15,0.05,0.2,0,0.74250851
0.15,0.3,0.1,0.1,0.1,0.25,0,0.74236965
0.15,0.25,0.15,0.2,0.05,0.2,0,0.74232553
0.15,0.15,0.15,0.2,0.1,0.25,0,0.74225764
0.15,0.1,0.05,0.1,0.35,0.25,0,0.74217973
0.15,0.35,0.05,0.05,0.1,0.3,0,0.74188726
0.15,0.05,0.25,0.15,0.1,0.3,0,0.74179265
0.15,0.35,0.1,0.15,0.05,0.2,0,0.74153308
0.15,0.1,0.25,0.2,0.05,0.25,0,0.74149241
0.15,0.2,0.15,0.35,0.1,0.05,0,0.74141648
0.15,0.05,0.1,0.25,0.25,0.2,0,0.74141237
0.15,0.1,0.1,0.1,0.2,0.35,0,0.74140428
0.15,0.05,0.1,0.15,0.2,0.35,0,0.74133995
0.15,0.25,0.05,0.1,0.15,0.3,0,0.74130862
0.15,0.2,0.05,0.35,0.05,0.2,0,0.74122345
0.15,0.1,0.1,0.3,0.1,0.25,0,0.74120007
0.15,0.05,0.1,0.3,0.15,0.25,0,0.7411146
0.15,0.05,0.05,0.3,0.2,0.25,0,0.74111106
0.15,0.2,0.1,0.05,0.3,0.2,0,0.74107187
0.15,0.2,0.1,0.1,0.15,0.3,0,0.7410183
0.15,0.2,0.15,0.15,0.1,0.25,0,0.74096368
0.15,0.05,0.05,0.3,0.15,0.3,0,0.74070682
0.15,0.15,0.25,0.3,0.1,0.05,0,0.74050395
0.15,0.2,0.3,0.05,0.05,0.25,0,0.74042786
0.15,0.25,0.1,0.25,0.05,0.2,0,0.74032038
0.15,0.1,0.2,0.25,0.05,0.25,0,0.74015202
0.15,0.15,0.3,0.1,0.05,0.25,0,0.74007485
0.15,0.1,0.1,0.2,0.15,0.3,0,0.73990621
0.15,0.1,0.3,0.3,0.1,0.05,0,0.73989682
0.15,0.1,0.05,0.35,0.15,0.2,0,0.73988325
0.15,0.15,0.1,0.25,0.1,0.25,0,0.73986398
0.15,0.05,0.3,0.35,0.1,0.05,0,0.73980987
0.15,0.3,0.1,0.2,0.05,0.2,0,0.73978933
0.15,0.15,0.05,0.1,0.2,0.35,0,0.73973725
0.1,0.05,0.15,0.35,0.3,0.05,0,0.73943055
0.15,0.15,0.25,0.05,0.1,0.3,0,0.73920456
0.15,0.05,0.35,0.1,0.05,0.3,0,0.73912175
0.15,0.1,0.25,0.25,0.15,0.1,0,0.73908094
0.15,0.05,0.2,0.2,0.1,0.3,0,0.73905593
0.15,0.05,0.1,0.3,0.2,0.2,0,0.73896146
0.15,0.15,0.1,0.15,0.15,0.3,0,0.73881175
0.15,0.1,0.15,0.3,0.05,0.25,0,0.73861751
0.15,0.25,0.1,0.15,0.1,0.25,0,0.73849624
0.15,0.1,0.25,0.1,0.1,0.3,0,0.73849326
0.15,0.1,0.05,0.35,0.1,0.25,0,0.73849199
0.15,0.25,0.05,0.3,0.05,0.2,0,0.73848626
0.15,0.35,0.05,0.2,0.05,0.2,0,0.73824397
0.15,0.1,0.2,0.05,0.15,0.35,0,0.73817558
0.15,0.25,0.05,0.05,0.15,0.35,0,0.7380571
0.15,0.2,0.1,0.2,0.1,0.25,0,0.73800455
0.15,0.35,0.15,0.05,0.05,0.25,0,0.73780477
0.15,0.05,0.05,0.2,0.2,0.35,0,0.73780148
0.15,0.25,0.25,0.05,0.05,0.25,0,0.73777599
0.15,0.35,0.1,0.05,0.25,0.1,0,0.73772722
0.15,0.1,0.1,0.35,0.15,0.15,0,0.73770581
0.15,0.15,0.05,0.3,0.1,0.25,0,0.73764648
0.15,0.3,0.05,0.15,0.1,0.25,0,0.73761209
0.15,0.3,0.1,0.05,0.1,0.3,0,0.73743945
0.15,0.3,0.05,0.25,0.05,0.2,0,0.7373764
0.15,0.15,0.25,0.15,0.05,0.25,0,0.73729915
0.15,0.25,0.1,0.1,0.25,0.15,0,0.7372822
0.15,0.05,0.05,0.35,0.15,0.25,0,0.7372252
0.15,0.25,0.15,0.05,0.25,0.15,0,0.73722056
0.15,0.05,0.1,0.15,0.3,0.25,0,0.73717752
0.15,0.1,0.1,0.35,0.05,0.25,0,0.73709818
0.15,0.05,0.2,0.1,0.15,0.35,0,0.73708611
0.15,0.1,0.05,0.15,0.2,0.35,0,0.73698927
0.15,0.1,0.05,0.25,0.15,0.3,0,0.73698248
0.15,0.3,0.2,0.05,0.05,0.25,0,0.73686198
0.15,0.05,0.15,0.25,0.1,0.3,0,0.73670225
0.15,0.1,0.35,0.05,0.05,0.3,0,0.73665097
0.15,0.2,0.05,0.15,0.15,0.3,0,0.73642877
0.15,0.2,0.2,0.05,0.1,0.3,0,0.73640202
0.15,0.05,0.3,0.15,0.05,0.3,0,0.73622887
0.15,0.35,0.05,0.1,0.25,0.1,0,0.73614113
0.15,0.05,0.15,0.05,0.35,0.25,0,0.736119
0.15,0.05,0.3,0.05,0.1,0.35,0,0.73601783
0.15,0.15,0.2,0.35,0.1,0.05,0,0.73585424
0.15,0.05,0.2,0.3,0.15,0.15,0,0.73581135
0.15,0.25,0.15,0.05,0.1,0.3,0,0.73575156
0.15,0.2,0.25,0.1,0.05,0.25,0,0.73564404
0.15,0.15,0.15,0.05,0.15,0.35,0,0.73548009
0.15,0.15,0.05,0.2,0.15,0.3,0,0.73539517
0.15,0.2,0.05,0.25,0.1,0.25,0,0.73537236
0.15,0.2,0.1,0.05,0.15,0.35,0,0.73535231
0.15,0.05,0.3,0.25,0.15,0.1,0,0.73520298
0.15,0.15,0.2,0.2,0.05,0.25,0,0.73517393
0.15,0.25,0.05,0.2,0.1,0.25,0,0.73515181
0.15,0.1,0.2,0.15,0.1,0.3,0,0.7351301
0.15,0.1,0.25,0.35,0.1,0.05,0,0.73482783
0.15,0.2,0.05,0.1,0.3,0.2,0,0.73476683
0.15,0.05,0.1,0.3,0.1,0.3,0,0.73454563
0.15,0.05,0.25,0.2,0.05,0.3,0,0.7340006
0.1,0.2,0.05,0.25,0.35,0.05,0,0.73396758
0.15,0.25,0.05,0.15,0.25,0.15,0,0.73372787
0.15,0.15,0.2,0.1,0.1,0.3,0,0.7335948
0.15,0.15,0.15,0.25,0.05,0.25,0,0.73337053
0.15,0.05,0.15,0.15,0.15,0.35,0,0.73331743
0.15,0.2,0.2,0.15,0.05,0.25,0,0.73278858
0.15,0.25,0.2,0.1,0.05,0.25,0,0.73270034
0.15,0.1,0.15,0.2,0.1,0.3,0,0.73248038
0.15,0.05,0.05,0.35,0.1,0.3,0,0.73247806
0.15,0.2,0.15,0.1,0.25,0.15,0,0.73221498
0.15,0.05,0.05,0.35,0.2,0.2,0,0.73215452
0.15,0.05,0.2,0.25,0.05,0.3,0,0.73211671
0.15,0.1,0.3,0.1,0.05,0.3,0,0.73211171
0.15,0.05,0.05,0.25,0.3,0.2,0,0.7320871
0.15,0.1,0.15,0.1,0.15,0.35,0,0.73198643
0.15,0.05,0.1,0.1,0.35,0.25,0,0.73195983
0.15,0.15,0.1,0.3,0.05,0.25,0,0.73174542
0.15,0.35,0.1,0.1,0.05,0.25,0,0.73125513
0.15,0.3,0.15,0.1,0.05,0.25,0,0.73121865
0.15,0.15,0.3,0.05,0.05,0.3,0,0.73121685
0.1,0.1,0.25,0.15,0.35,0.05,0,0.73115014
0.15,0.25,0.25,0.1,0.2,0.05,0,0.73086074
0.15,0.05,0.25,0.1,0.1,0.35,0,0.73076294
0.15,0.05,0.35,0.05,0.05,0.35,0,0.73056461
0.15,0.2,0.15,0.2,0.05,0.25,0,0.73054508
0.15,0.2,0.15,0.1,0.1,0.3,0,0.7305331
0.1,0.15,0.15,0.2,0.35,0.05,0,0.73047328
0.15,0.05,0.15,0.3,0.05,0.3,0,0.73043738
0.15,0.15,0.1,0.35,0.15,0.1,0,0.73037194
0.15,0.05,0.1,0.2,0.15,0.35,0,0.73028895
0.15,0.15,0.15,0.15,0.1,0.3,0,0.73021888
0.15,0.15,0.05,0.35,0.05,0.25,0,0.73021702
0.15,0.1,0.25,0.05,0.1,0.35,0,0.73020638
0.15,0.1,0.1,0.25,0.1,0.3,0,0.73014724
0.15,0.15,0.15,0.05,0.3,0.2,0,0.73012199
0.15,0.05,0.35,0.25,0.15,0.05,0,0.73001893
0.15,0.05,0.15,0.35,0.15,0.15,0,0.72999022
0.15,0.3,0.05,0.1,0.1,0.3,0,0.72993781
0.15,0.3,0.25,0.05,0.2,0.05,0,0.7298891
0.15,0.25,0.15,0.15,0.05,0.25,0,0.72959246
0.15,0.1,0.25,0.15,0.05,0.3,0,0.72939423
0.15,0.25,0.1,0.1,0.1,0.3,0,0.72927997
0.15,0.15,0.1,0.1,0.15,0.35,0,0.7290712
0.15,0.1,0.1,0.15,0.3,0.2,0,0.72897734
0.15,0.05,0.1,0.35,0.05,0.3,0,0.72888361
0.15,0.2,0.1,0.25,0.05,0.25,0,0.72858529
0.15,0.05,0.2,0.1,0.3,0.2,0,0.72856293
0.15,0.3,0.05,0.05,0.1,0.35,0,0.72835639
0.15,0.2,0.2,0.05,0.25,0.15,0,0.72832689
0.15,0.2,0.05,0.1,0.15,0.35,0,0.72832068
0.15,0.1,0.1,0.15,0.15,0.35,0,0.72827805
0.15,0.1,0.05,0.3,0.1,0.3,0,0.72795478
0.15,0.1,0.05,0.35,0.2,0.15,0,0.72785318
0.15,0.3,0.1,0.15,0.05,0.25,0,0.72765994
0.15,0.05,0.2,0.15,0.1,0.35,0,0.7275762
0.15,0.2,0.25,0.05,0.05,0.3,0,0.72756531
0.15,0.05,0.05,0.25,0.15,0.35,0,0.72754553
0.15,0.15,0.1,0.2,0.1,0.3,0,0.7275031
0.15,0.35,0.1,0.05,0.05,0.3,0,0.72736836
0.15,0.1,0.15,0.1,0.3,0.2,0,0.72733778
0.15,0.1,0.2,0.2,0.05,0.3,0,0.72727166
0.15,0.35,0.05,0.05,0.3,0.1,0,0.72710397
0.15,0.25,0.1,0.2,0.05,0.25,0,0.72708441
0.15,0.35,0.05,0.15,0.05,0.25,0,0.72700192
0.15,0.2,0.1,0.15,0.1,0.3,0,0.72693623
0.15,0.2,0.05,0.3,0.05,0.25,0,0.72676593
0.15,0.15,0.25,0.1,0.05,0.3,0,0.72676003
0.15,0.15,0.1,0.1,0.3,0.2,0,0.72672872
0.15,0.15,0.2,0.05,0.1,0.35,0,0.72650848
0.15,0.25,0.3,0.05,0.2,0.05,0,0.72640543
0.15,0.1,0.2,0.3,0.15,0.1,0,0.72619156
0.15,0.05,0.3,0.1,0.05,0.35,0,0.72617401
0.2,0.2,0.35,0.05,0.1,0.1,0,0.72611646
0.15,0.3,0.05,0.15,0.25,0.1,0,0.72582777
0.15,0.1,0.3,0.05,0.25,0.15,0,0.72577999
0.15,0.25,0.2,0.05,0.05,0.3,0,0.72564644
0.15,0.05,0.25,0.05,0.3,0.2,0,0.72559041
0.15,0.3,0.15,0.05,0.05,0.3,0,0.72551113
0.15,0.25,0.05,0.2,0.25,0.1,0,0.72548028
0.15,0.1,0.15,0.25,0.05,0.3,0,0.72543918
0.15,0.25,0.1,0.05,0.1,0.35,0,0.72537254
0.15,0.1,0.05,0.2,0.15,0.35,0,0.72524454
0.15,0.25,0.05,0.15,0.1,0.3,0,0.72522198
0.15,0.15,0.05,0.15,0.15,0.35,0,0.72518316
0.15,0.1,0.2,0.1,0.1,0.35,0,0.72513217
0.15,0.15,0.05,0.25,0.1,0.3,0,0.72505522
0.15,0.05,0.15,0.2,0.1,0.35,0,0.72502082
0.15,0.2,0.15,0.05,0.1,0.35,0,0.724864
0.15,0.25,0.05,0.25,0.05,0.25,0,0.72483649
0.15,0.15,0.25,0.05,0.25,0.15,0,0.72478417
0.15,0.3,0.05,0.2,0.05,0.25,0,0.724718
0.15,0.1,0.3,0.05,0.05,0.35,0,0.72432829
0.15,0.1,0.2,0.05,0.3,0.2,0,0.72429403
0.15,0.15,0.2,0.15,0.05,0.3,0,0.72407536
0.15,0.2,0.05,0.2,0.1,0.3,0,0.72398016
0.15,0.1,0.1,0.3,0.05,0.3,0,0.72376433
0.15,0.05,0.25,0.15,0.05,0.35,0,0.72348968
0.15,0.3,0.1,0.1,0.25,0.1,0,0.72310428
0.15,0.15,0.05,0.15,0.3,0.2,0,0.72301014
0.15,0.2,0.2,0.1,0.05,0.3,0,0.72297201
0.15,0.05,0.1,0.25,0.1,0.35,0,0.72273934
0.15,0.05,0.25,0.3,0.15,0.1,0,0.72270955
0.15,0.1,0.05,0.35,0.05,0.3,0,0.72217219
0.15,0.1,0.15,0.15,0.1,0.35,0,0.7220487
0.15,0.15,0.15,0.2,0.05,0.3,0,0.72193914
0.15,0.25,0.1,0.05,0.3,0.15,0,0.72175561
0.15,0.15,0.1,0.05,0.35,0.2,0,0.72174635
0.15,0.05,0.2,0.2,0.05,0.35,0,0.72135673
0.15,0.15,0.15,0.1,0.1,0.35,0,0.7213484
0.15,0.1,0.05,0.25,0.3,0.15,0,0.7212487
0.15,0.05,0.15,0.3,0.2,0.15,0,0.72104268
0.15,0.25,0.15,0.1,0.05,0.3,0,0.72067429
0.15,0.35,0.05,0.1,0.05,0.3,0,0.72066598
0.15,0.05,0.05,0.3,0.1,0.35,0,0.72057463
0.15,0.25,0.1,0.15,0.25,0.1,0,0.72050944
0.15,0.1,0.15,0.35,0.15,0.1,0,0.72021337
0.15,0.35,0.05,0.05,0.05,0.35,0,0.72019574
0.15,0.2,0.15,0.15,0.05,0.3,0,0.72016254
0.15,0.1,0.25,0.1,0.05,0.35,0,0.72013561
0.15,0.15,0.1,0.25,0.05,0.3,0,0.72005095
0.15,0.15,0.25,0.05,0.05,0.35,0,0.71992282
0.15,0.3,0.1,0.1,0.05,0.3,0,0.71986786
0.15,0.25,0.05,0.1,0.3,0.15,0,0.71955885
0.15,0.1,0.1,0.2,0.1,0.35,0,0.71953665
0.15,0.05,0.15,0.25,0.05,0.35,0,0.71949095
0.15,0.2,0.1,0.1,0.1,0.35,0,0.71932582
0.15,0.25,0.05,0.1,0.1,0.35,0,0.71910019
0.15,0.15,0.05,0.3,0.05,0.3,0,0.71828099
0.15,0.15,0.1,0.15,0.1,0.35,0,0.71818374
0.15,0.2,0.15,0.15,0.25,0.1,0,0.71790369
0.15,0.2,0.1,0.2,0.05,0.3,0,0.71787847
0.15,0.05,0.1,0.3,0.05,0.35,0,0.71776967
0.15,0.1,0.2,0.15,0.05,0.35,0,0.71758055
0.15,0.25,0.1,0.15,0.05,0.3,0,0.71756526
0.15,0.25,0.05,0.05,0.35,0.15,0,0.71735031
0.15,0.1,0.05,0.25,0.1,0.35,0,0.71724828
0.15,0.2,0.2,0.05,0.05,0.35,0,0.71724429
0.15,0.3,0.1,0.05,0.05,0.35,0,0.71715138
0.15,0.05,0.2,0.35,0.15,0.1,0,0.71640256
0.15,0.25,0.15,0.05,0.05,0.35,0,0.71627827
0.15,0.3,0.05,0.15,0.05,0.3,0,0.71625035
0.2,0.05,0.35,0.15,0.1,0.15,0,0.7162148
0.15,0.05,0.05,0.35,0.05,0.35,0,0.71612414
0.15,0.2,0.05,0.15,0.1,0.35,0,0.71587675
0.15,0.15,0.05,0.1,0.35,0.2,0,0.71586152
0.15,0.2,0.05,0.25,0.05,0.3,0,0.71581361
0.15,0.15,0.2,0.1,0.05,0.35,0,0.71573114
0.15,0.25,0.15,0.1,0.25,0.1,0,0.71572734
0.15,0.15,0.05,0.2,0.1,0.35,0,0.71556111
0.15,0.1,0.15,0.2,0.05,0.35,0,0.71552404
0.1,0.3,0.05,0.15,0.35,0.05,0,0.71509173
0.15,0.25,0.05,0.2,0.05,0.3,0,0.71498432
0.2,0.35,0.05,0.05,0.15,0.2,0,0.71478438
0.2,0.05,0.35,0.2,0.1,0.1,0,0.71415122
0.15,0.1,0.1,0.25,0.05,0.35,0,0.71369035
0.15,0.15,0.15,0.15,0.05,0.35,0,0.71316262
0.15,0.15,0.05,0.2,0.3,0.15,0,0.71292975
0.15,0.2,0.15,0.1,0.05,0.35,0,0.71284469
0.2,0.05,0.3,0.2,0.1,0.15,0,0.71283988
0.15,0.05,0.3,0.3,0.15,0.05,0,0.71267621
0.15,0.05,0.1,0.35,0.2,0.15,0,0.71262541
0.2,0.15,0.35,0.15,0.05,0.1,0,0.7124222
0.15,0.2,0.2,0.1,0.25,0.1,0,0.71216532
0.15,0.1,0.05,0.3,0.05,0.35,0,0.71196184
0.15,0.15,0.25,0.1,0.25,0.1,0,0.71192525
0.15,0.3,0.05,0.1,0.05,0.35,0,0.71152496
0.15,0.3,0.05,0.2,0.25,0.05,0,0.7114837
0.15,0.25,0.1,0.1,0.05,0.35,0,0.71142571
0.2,0.2,0.3,0.2,0.05,0.05,0,0.7113203
0.15,0.25,0.2,0.05,0.25,0.1,0,0.71122244
0.2,0.1,0.35,0.15,0.05,0.15,0,0.71116491
0.15,0.15,0.1,0.2,0.05,0.35,0,0.71106128
0.15,0.35,0.05,0.15,0.25,0.05,0,0.7109622
0.15,0.05,0.25,0.1,0.3,0.15,0,0.71074371
0.15,0.2,0.05,0.15,0.3,0.15,0,0.71043852
0.2,0.25,0.05,0.05,0.2,0.25,0,0.7104248
0.15,0.1,0.35,0.05,0.25,0.1,0,0.71030908
0.2,0.15,0.3,0.2,0.05,0.1,0,0.71017036
0.15,0.2,0.1,0.15,0.05,0.35,0,0.71011142
0.2,0.15,0.35,0.2,0.05,0.05,0,0.70991852
0.15,0.1,0.05,0.15,0.35,0.2,0,0.70972833
0.15,0.1,0.15,0.15,0.3,0.15,0,0.7096447
0.15,0.05,0.15,0.1,0.35,0.2,0,0.70963578
0.15,0.25,0.1,0.2,0.25,0.05,0,0.7095926
0.15,0.1,0.1,0.1,0.35,0.2,0,0.70944272
0.2,0.1,0.3,0.2,0.05,0.15,0,0.70923141
0.15,0.1,0.25,0.3,0.15,0.05,0,0.70922389
0.15,0.15,0.15,0.35,0.15,0.05,0,0.70920608
0.2,0.1,0.35,0.2,0.05,0.1,0,0.70917554
0.15,0.15,0.05,0.25,0.05,0.35,0,0.70915122
0.15,0.1,0.15,0.05,0.35,0.2,0,0.70905415
0.2,0.05,0.35,0.2,0.05,0.15,0,0.70857372
0.15,0.25,0.05,0.15,0.05,0.35,0,0.70835294
0.15,0.15,0.1,0.15,0.3,0.15,0,0.70815166
0.15,0.2,0.1,0.1,0.3,0.15,0,0.70812062
0.15,0.35,0.1,0.1,0.25,0.05,0,0.70786247
0.15,0.2,0.05,0.2,0.05,0.35,0,0.70783662
0.2,0.05,0.35,0.25,0.05,0.1,0,0.70721618
0.2,0.1,0.35,0.25,0.05,0.05,0,0.70717042
0.2,0.1,0.35,0.2,0.1,0.05,0,0.70711592
0.15,0.2,0.25,0.05,0.25,0.1,0,0.70685541
0.15,0.05,0.3,0.05,0.3,0.15,0,0.70683887
0.2,0.2,0.25,0.25,0.05,0.05,0,0.70676447
0.2,0.2,0.25,0.2,0.05,0.1,0,0.70669056
0.2,0.15,0.25,0.25,0.05,0.1,0,0.70650033
0.15,0.15,0.3,0.05,0.25,0.1,0,0.70641492
0.2,0.15,0.3,0.25,0.05,0.05,0,0.70638755
0.2,0.1,0.3,0.25,0.05,0.1,0,0.70637613
0.2,0.05,0.3,0.25,0.05,0.15,0,0.70632393
0.2,0.1,0.25,0.25,0.05,0.15,0,0.706077
0.15,0.3,0.1,0.15,0.25,0.05,0,0.70601406
0.2,0.05,0.35,0.3,0.05,0.05,0,0.70581019
0.15,0.2,0.15,0.05,0.3,0.15,0,0.70575087
0.15,0.05,0.25,0.35,0.15,0.05,0,0.70558676
0.15,0.35,0.15,0.05,0.25,0.05,0,0.70487595
0.15,0.1,0.2,0.1,0.3,0.15,0,0.70440891
0.2,0.15,0.05,0.05,0.25,0.3,0,0.70435195
0.2,0.05,0.25,0.25,0.1,0.15,0,0.70424401
0.2,0.05,0.3,0.3,0.05,0.1,0,0.70375886
0.15,0.15,0.15,0.1,0.3,0.15,0,0.70358458
0.15,0.15,0.25,0.15,0.25,0.05,0,0.70338238
0.15,0.1,0.2,0.35,0.15,0.05,0,0.70308002
0.15,0.25,0.15,0.15,0.25,0.05,0,0.70293814
0.2,0.3,0.15,0.15,0.15,0.05,0,0.70273109
0.2,0.05,0.25,0.3,0.05,0.15,0,0.7025281
0.2,0.1,0.3,0.3,0.05,0.05,0,0.70212672
0.2,0.05,0.35,0.15,0.05,0.2,0,0.70208673
0.2,0.2,0.2,0.25,0.05,0.1,0,0.70203444
0.15,0.2,0.2,0.15,0.25,0.05,0,0.70186018
0.15,0.1,0.1,0.35,0.2,0.1,0,0.70128676
0.2,0.05,0.25,0.2,0.1,0.2,0,0.70113606
0.2,0.1,0.25,0.3,0.05,0.1,0,0.70108147
0.15,0.05,0.2,0.3,0.2,0.1,0,0.70070105
0.2,0.1,0.2,0.3,0.05,0.15,0,0.70027684
0.2,0.05,0.3,0.35,0.05,0.05,0,0.70014289
0.15,0.1,0.25,0.05,0.3,0.15,0,0.69979053
0.2,0.05,0.3,0.2,0.05,0.2,0,0.69959335
0.2,0.15,0.2,0.3,0.05,0.1,0,0.69955246
0.15,0.05,0.05,0.35,0.25,0.15,0,0.69937685
0.2,0.25,0.15,0.3,0.05,0.05,0,0.69887011
0.1,0.15,0.3,0.05,0.35,0.05,0,0.69865597
0.2,0.15,0.25,0.3,0.05,0.05,0,0.69853626
0.2,0.05,0.25,0.35,0.05,0.1,0,0.69753854
0.2,0.05,0.3,0.25,0.1,0.1,0,0.69738857
0.2,0.05,0.05,0.05,0.3,0.35,0,0.6972733
0.2,0.2,0.2,0.3,0.05,0.05,0,0.69712614
0.2,0.05,0.2,0.35,0.05,0.15,0,0.69669316
0.2,0.05,0.25,0.25,0.05,0.2,0,0.69634105
0.15,0.15,0.3,0.1,0.25,0.05,0,0.69624507
0.2,0.15,0.3,0.15,0.05,0.15,0,0.69562066
0.15,0.2,0.25,0.1,0.25,0.05,0,0.69494759
0.15,0.05,0.3,0.1,0.3,0.1,0,0.69424205
0.2,0.3,0.25,0.1,0.05,0.1,0,0.69397164
0.2,0.2,0.15,0.3,0.05,0.1,0,0.69356724
0.2,0.1,0.2,0.25,0.1,0.15,0,0.69345982
0.2,0.3,0.1,0.3,0.05,0.05,0,0.69345311
0.15,0.15,0.1,0.2,0.3,0.1,0,0.69329042
0.2,0.15,0.25,0.2,0.05,0.15,0,0.69307491
0.2,0.1,0.15,0.35,0.05,0.15,0,0.69305538
0.2,0.1,0.2,0.35,0.05,0.1,0,0.6929181
0.2,0.3,0.2,0.05,0.15,0.1,0,0.69279958
0.2,0.05,0.35,0.25,0.1,0.05,0,0.69266735
0.2,0.1,0.25,0.35,0.05,0.05,0,0.6920893
0.15,0.3,0.05,0.1,0.3,0.1,0,0.6919242
0.2,0.15,0.15,0.35,0.05,0.1,0,0.69153488
0.2,0.05,0.2,0.3,0.05,0.2,0,0.69129092
0.2,0.25,0.15,0.25,0.05,0.1,0,0.69106267
0.15,0.2,0.05,0.2,0.3,0.1,0,0.69103328
0.2,0.3,0.15,0.15,0.1,0.1,0,0.69061709
0.2,0.35,0.15,0.05,0.1,0.15,0,0.69061391
0.15,0.05,0.15,0.35,0.2,0.1,0,0.69060418
0.15,0.1,0.2,0.15,0.3,0.1,0,0.69044593
0.2,0.25,0.1,0.35,0.05,0.05,0,0.69033097
0.15,0.05,0.05,0.25,0.35,0.15,0,0.68997931
0.15,0.15,0.35,0.05,0.25,0.05,0,0.68979594
0.2,0.1,0.25,0.25,0.1,0.1,0,0.68978598
0.2,0.35,0.15,0.1,0.1,0.1,0,0.68935922
0.15,0.05,0.35,0.05,0.3,0.1,0,0.68914756
0.2,0.35,0.05,0.15,0.1,0.15,0,0.68879649
0.2,0.3,0.05,0.05,0.15,0.25,0,0.68876229
0.2,0.15,0.2,0.25,0.05,0.15,0,0.68865372
0.15,0.2,0.3,0.05,0.25,0.05,0,0.6886023
0.2,0.3,0.05,0.35,0.05,0.05,0,0.68847291
0.15,0.05,0.15,0.15,0.35,0.15,0,0.68835268
0.2,0.15,0.2,0.35,0.05,0.05,0,0.68778719
0.2,0.2,0.15,0.35,0.05,0.05,0,0.68768653
0.2,0.35,0.1,0.05,0.1,0.2,0,0.68749962
