Cr,Mo,Nb,Ta,V,W,FCC_L12,BCC_B2
0.15,0.1,0.15,0.25,0.2,0.15,0,0.13023466
0.1,0.15,0.3,0.2,0.15,0.1,0,0.13010139
0.1,0.2,0.2,0.2,0.15,0.15,0,0.12991156
0.3,0.05,0.25,0.2,0.15,0.05,0,0.12968056
0.3,0.1,0.05,0.15,0.15,0.25,0,0.12960781
0.3,0.15,0.05,0.3,0.15,0.05,0,0.12958588
0.25,0.3,0.1,0.15,0.1,0.1,0,0.12958444
0.2,0.05,0.25,0.1,0.15,0.25,0,0.12938383
0.05,0.25,0.25,0.1,0.3,0.05,0,0.12935256
0.1,0.3,0.05,0.3,0.15,0.1,0,0.12926579
0.1,0.15,0.35,0.2,0.15,0.05,0,0.12917496
0.2,0.15,0.05,0.05,0.3,0.25,0,0.12897112
0.15,0.25,0.3,0.05,0.1,0.15,0,0.12885781
0.05,0.1,0.3,0.15,0.35,0.05,0,0.12859231
0.35,0.3,0.05,0.1,0.1,0.1,0,0.12843707
0.15,0.3,0.2,0.15,0.1,0.1,0,0.12820614
0.2,0.15,0.3,0.05,0.1,0.2,0,0.12801691
0.1,0.05,0.1,0.3,0.35,0.1,0,0.12800861
0.1,0.25,0.05,0.25,0.2,0.15,0,0.12799434
0.3,0.1,0.15,0.25,0.15,0.05,0,0.12793317
0.2,0.05,0.15,0.05,0.25,0.3,0,0.12784016
0.15,0.2,0.3,0.1,0.1,0.15,0,0.12783026
0.15,0.25,0.25,0.2,0.1,0.05,0,0.12768169
0.15,0.05,0.2,0.15,0.2,0.25,0,0.12764065
0.35,0.1,0.2,0.2,0.1,0.05,0,0.12742336
0.3,0.1,0.2,0.05,0.1,0.25,0,0.12733089
0.2,0.2,0.05,0.3,0.15,0.1,0,0.12710117
0.2,0.05,0.05,0.3,0.3,0.1,0,0.12707425
0.25,0.05,0.3,0.05,0.1,0.25,0,0.12706758
0.2,0.05,0.1,0.05,0.3,0.3,0,0.12699614
0.35,0.3,0.15,0.1,0.05,0.05,0,0.12699563
0.1,0.1,0.2,0.1,0.25,0.25,0,0.12696331
0.3,0.3,0.05,0.05,0.15,0.15,0,0.12673498
0.1,0.05,0.05,0.25,0.3,0.25,0,0.12646175
0.05,0.15,0.35,0.1,0.3,0.05,0,0.12642288
0.2,0.05,0.1,0.2,0.2,0.25,0,0.126382
0.2,0.2,0.2,0.2,0.1,0.1,0,0.12618749
0.2,0.25,0.15,0.25,0.1,0.05,0,0.12609731
0.2,0.2,0.2,0.15,0.1,0.15,0,0.12594625
0.05,0.35,0.05,0.15,0.35,0.05,0,0.12592503
0.25,0.35,0.25,0.05,0.05,0.05,0,0.1258889
0.15,0.2,0.3,0.15,0.1,0.1,0,0.12577555
0.05,0.2,0.25,0.15,0.3,0.05,0,0.12550871
0.15,0.1,0.1,0.15,0.25,0.25,0,0.12549542
0.3,0.05,0.15,0.05,0.15,0.3,0,0.12523585
0.1,0.1,0.1,0.15,0.3,0.25,0,0.12509143
0.25,0.3,0.25,0.1,0.05,0.05,0,0.12494589
0.15,0.05,0.15,0.25,0.25,0.15,0,0.12492093
0.05,0.15,0.1,0.3,0.35,0.05,0,0.12485405
0.1,0.2,0.2,0.1,0.2,0.2,0,0.12453216
0.2,0.2,0.15,0.1,0.15,0.2,0,0.12446499
0.25,0.1,0.15,0.1,0.15,0.25,0,0.12430213
0.05,0.25,0.2,0.15,0.3,0.05,0,0.12425795
0.15,0.2,0.1,0.15,0.2,0.2,0,0.1236541
0.1,0.25,0.35,0.15,0.1,0.05,0,0.12360873
0.35,0.05,0.05,0.2,0.15,0.2,0,0.123364
0.25,0.1,0.35,0.1,0.1,0.1,0,0.12327521
0.1,0.15,0.1,0.05,0.35,0.25,0,0.12313036
0.3,0.1,0.15,0.15,0.1,0.2,0,0.12309503
0.25,0.2,0.1,0.2,0.1,0.15,0,0.12304452
0.15,0.25,0.05,0.1,0.25,0.2,0,0.12289048
0.25,0.25,0.1,0.05,0.15,0.2,0,0.12287985
0.05,0.1,0.25,0.2,0.35,0.05,0,0.12286977
0.25,0.15,0.15,0.05,0.15,0.25,0,0.12281016
0.05,0.3,0.25,0.05,0.3,0.05,0,0.12277981
0.25,0.3,0.05,0.1,0.15,0.15,0,0.12273835
0.2,0.05,0.25,0.15,0.15,0.2,0,0.12260248
0.1,0.25,0.1,0.3,0.15,0.1,0,0.12225775
0.25,0.05,0.35,0.05,0.1,0.2,0,0.12224349
0.25,0.2,0.05,0.15,0.15,0.2,0,0.1219831
0.1,0.2,0.2,0.25,0.15,0.1,0,0.12196529
0.2,0.15,0.1,0.25,0.15,0.15,0,0.12195605
0.35,0.15,0.35,0.05,0.05,0.05,0,0.12138371
0.25,0.25,0.15,0.1,0.1,0.15,0,0.12131304
0.3,0.3,0.05,0.15,0.1,0.1,0,0.12099001
0.3,0.25,0.1,0.1,0.1,0.15,0,0.12068917
0.1,0.25,0.05,0.1,0.3,0.2,0,0.12067131
0.2,0.1,0.15,0.2,0.15,0.2,0,0.12053787
0.3,0.05,0.05,0.1,0.2,0.3,0,0.12051595
0.05,0.15,0.3,0.15,0.3,0.05,0,0.12049551
0.05,0.3,0.2,0.1,0.3,0.05,0,0.12026834
0.3,0.35,0.1,0.05,0.1,0.1,0,0.12017579
0.15,0.15,0.35,0.1,0.1,0.15,0,0.11974667
0.3,0.35,0.2,0.05,0.05,0.05,0,0.1197371
0.15,0.1,0.1,0.3,0.25,0.1,0,0.1197129
0.1,0.25,0.2,0.15,0.15,0.15,0,0.11961912
0.15,0.15,0.05,0.25,0.2,0.2,0,0.11954126
0.25,0.2,0.2,0.05,0.1,0.2,0,0.11943577
0.05,0.2,0.2,0.2,0.3,0.05,0,0.11938723
0.15,0.1,0.2,0.25,0.2,0.1,0,0.11935438
0.25,0.1,0.05,0.3,0.2,0.1,0,0.11932053
0.1,0.15,0.2,0.05,0.25,0.25,0,0.11920153
0.3,0.1,0.3,0.15,0.1,0.05,0,0.11913839
0.05,0.25,0.15,0.2,0.3,0.05,0,0.11912309
0.15,0.15,0.1,0.3,0.2,0.1,0,0.11906798
0.2,0.05,0.3,0.15,0.15,0.15,0,0.11905344
0.1,0.25,0.2,0.05,0.2,0.2,0,0.11905328
0.2,0.1,0.1,0.15,0.2,0.25,0,0.11896901
0.25,0.05,0.05,0.05,0.3,0.3,0,0.11890371
0.15,0.35,0.05,0.3,0.1,0.05,0,0.11881555
0.25,0.05,0.2,0.2,0.15,0.15,0,0.118788
0.15,0.05,0.15,0.05,0.3,0.3,0,0.11859389
0.2,0.2,0.25,0.2,0.1,0.05,0,0.11856921
0.3,0.15,0.1,0.2,0.1,0.15,0,0.11856507
0.25,0.15,0.05,0.1,0.2,0.25,0,0.11845691
0.15,0.05,0.2,0.25,0.25,0.1,0,0.11834157
0.1,0.1,0.3,0.15,0.15,0.2,0,0.11824325
0.15,0.1,0.2,0.1,0.2,0.25,0,0.11817607
0.05,0.15,0.05,0.35,0.35,0.05,0,0.11809296
0.25,0.15,0.2,0.1,0.1,0.2,0,0.11797596
0.25,0.05,0.1,0.25,0.2,0.15,0,0.11797451
0.1,0.05,0.15,0.2,0.25,0.25,0,0.11795832
0.1,0.3,0.25,0.15,0.1,0.1,0,0.11793639
0.35,0.05,0.05,0.1,0.15,0.3,0,0.11793281
0.35,0.05,0.35,0.1,0.1,0.05,0,0.11768138
0.2,0.15,0.05,0.1,0.25,0.25,0,0.11766616
0.35,0.2,0.2,0.05,0.05,0.15,0,0.11750176
0.05,0.3,0.15,0.15,0.3,0.05,0,0.11747213
0.05,0.2,0.15,0.15,0.35,0.1,0,0.11743282
0.25,0.25,0.05,0.25,0.1,0.1,0,0.11723401
0.05,0.2,0.2,0.1,0.35,0.1,0,0.11719805
0.05,0.15,0.3,0.05,0.35,0.1,0,0.11698179
0.05,0.2,0.1,0.2,0.35,0.1,0,0.11691414
0.05,0.1,0.2,0.25,0.35,0.05,0,0.1168919
0.2,0.15,0.1,0.2,0.15,0.2,0,0.11682281
0.3,0.15,0.1,0.15,0.1,0.2,0,0.11659136
0.05,0.15,0.25,0.1,0.35,0.1,0,0.11653776
0.25,0.15,0.2,0.2,0.1,0.1,0,0.11650105
0.2,0.25,0.15,0.05,0.15,0.2,0,0.11650022
0.05,0.25,0.05,0.2,0.35,0.1,0,0.11647518
0.35,0.1,0.1,0.1,0.1,0.25,0,0.116141
0.05,0.2,0.25,0.05,0.35,0.1,0,0.11601662
0.2,0.15,0.2,0.25,0.15,0.05,0,0.11593541
0.05,0.2,0.05,0.25,0.35,0.1,0,0.11572597
0.25,0.05,0.15,0.25,0.2,0.1,0,0.1155452
0.2,0.25,0.35,0.05,0.05,0.1,0,0.1153505
0.35,0.15,0.1,0.05,0.1,0.25,0,0.11528503
0.1,0.05,0.15,0.3,0.35,0.05,0,0.11517042
0.05,0.15,0.2,0.15,0.35,0.1,0,0.11499552
0.15,0.15,0.2,0.05,0.2,0.25,0,0.11461636
0.2,0.05,0.35,0.15,0.15,0.1,0,0.11452345
0.05,0.3,0.1,0.2,0.3,0.05,0,0.1144478
0.05,0.15,0.25,0.2,0.3,0.05,0,0.11441938
0.15,0.2,0.35,0.15,0.1,0.05,0,0.1143834
0.1,0.15,0.15,0.2,0.2,0.2,0,0.11434609
0.1,0.2,0.05,0.2,0.25,0.2,0,0.11432071
0.1,0.1,0.35,0.15,0.15,0.15,0,0.11410418
0.1,0.2,0.3,0.05,0.15,0.2,0,0.11400012
0.05,0.25,0.1,0.25,0.3,0.05,0,0.11398207
0.35,0.2,0.2,0.1,0.05,0.1,0,0.11387477
0.35,0.35,0.15,0.05,0.05,0.05,0,0.11369246
0.2,0.25,0.2,0.1,0.1,0.15,0,0.1136432
0.25,0.2,0.15,0.25,0.1,0.05,0,0.11358626
0.1,0.15,0.3,0.1,0.15,0.2,0,0.11353215
0.15,0.05,0.25,0.25,0.25,0.05,0,0.11350793
0.2,0.15,0.25,0.15,0.1,0.15,0,0.11346011
0.05,0.2,0.15,0.25,0.3,0.05,0,0.11331977
0.2,0.2,0.1,0.3,0.15,0.05,0,0.11311531
0.15,0.15,0.2,0.15,0.15,0.2,0,0.11302124
0.25,0.25,0.3,0.1,0.05,0.05,0,0.11284762
0.2,0.3,0.1,0.2,0.1,0.1,0,0.11271713
0.05,0.15,0.15,0.2,0.35,0.1,0,0.11268991
0.1,0.35,0.05,0.25,0.15,0.1,0,0.11267914
0.2,0.25,0.05,0.1,0.2,0.2,0,0.11259871
0.15,0.1,0.3,0.05,0.15,0.25,0,0.11212236
0.1,0.3,0.05,0.2,0.2,0.15,0,0.11204214
0.1,0.2,0.15,0.25,0.15,0.15,0,0.11204048
0.2,0.15,0.3,0.15,0.1,0.1,0,0.11185644
0.05,0.25,0.1,0.15,0.35,0.1,0,0.11172993
0.15,0.35,0.15,0.05,0.15,0.15,0,0.11168778
0.3,0.05,0.05,0.3,0.25,0.05,0,0.1116826
0.3,0.05,0.25,0.1,0.1,0.2,0,0.1116671
0.25,0.05,0.05,0.1,0.25,0.3,0,0.11165383
0.2,0.3,0.3,0.1,0.05,0.05,0,0.11138086
0.1,0.2,0.25,0.25,0.15,0.05,0,0.11126827
0.05,0.3,0.05,0.25,0.3,0.05,0,0.11122107
0.15,0.1,0.25,0.2,0.15,0.15,0,0.11121789
0.1,0.05,0.35,0.2,0.2,0.1,0,0.11085432
0.05,0.1,0.15,0.3,0.35,0.05,0,0.11079206
0.3,0.05,0.2,0.1,0.1,0.25,0,0.11077514
0.15,0.1,0.3,0.2,0.15,0.1,0,0.11077338
0.05,0.2,0.35,0.1,0.25,0.05,0,0.1107426
0.15,0.05,0.2,0.05,0.25,0.3,0,0.11069945
0.05,0.35,0.1,0.1,0.35,0.05,0,0.11061711
0.3,0.1,0.05,0.25,0.15,0.15,0,0.11061264
0.1,0.25,0.1,0.1,0.25,0.2,0,0.11049677
0.3,0.2,0.25,0.05,0.05,0.15,0,0.11044436
0.1,0.1,0.05,0.3,0.25,0.2,0,0.11041805
0.1,0.25,0.35,0.05,0.1,0.15,0,0.11039608
0.35,0.25,0.15,0.15,0.05,0.05,0,0.11034263
0.1,0.35,0.1,0.1,0.2,0.15,0,0.11034015
0.25,0.05,0.25,0.2,0.15,0.1,0,0.11029421
0.3,0.2,0.3,0.1,0.05,0.05,0,0.11024873
0.35,0.05,0.2,0.15,0.1,0.15,0,0.11024766
0.35,0.25,0.05,0.1,0.1,0.15,0,0.11011355
0.25,0.2,0.35,0.05,0.05,0.1,0,0.11007677
0.05,0.25,0.3,0.1,0.25,0.05,0,0.11002171
0.05,0.15,0.1,0.25,0.35,0.1,0,0.10982208
0.25,0.3,0.05,0.2,0.1,0.1,0,0.10981288
0.2,0.05,0.2,0.05,0.2,0.3,0,0.10978691
0.15,0.35,0.2,0.1,0.1,0.1,0,0.10977092
0.2,0.3,0.05,0.3,0.1,0.05,0,0.10968553
0.1,0.3,0.2,0.1,0.15,0.15,0,0.10967672
0.15,0.3,0.15,0.2,0.1,0.1,0,0.10962285
0.1,0.05,0.3,0.2,0.2,0.15,0,0.10956091
0.35,0.05,0.1,0.25,0.15,0.1,0,0.10951805
0.15,0.15,0.05,0.35,0.25,0.05,0,0.10916441
0.1,0.2,0.35,0.1,0.1,0.15,0,0.10903658
0.35,0.05,0.15,0.05,0.1,0.3,0,0.1090316
0.2,0.2,0.15,0.2,0.1,0.15,0,0.10899658
0.15,0.35,0.05,0.1,0.2,0.15,0,0.10889729
0.3,0.05,0.3,0.1,0.1,0.15,0,0.10889591
0.05,0.25,0.05,0.3,0.3,0.05,0,0.10885201
0.15,0.1,0.25,0.25,0.2,0.05,0,0.10883507
0.1,0.05,0.25,0.2,0.2,0.2,0,0.10871893
0.25,0.1,0.15,0.25,0.15,0.1,0,0.10870826
0.15,0.2,0.25,0.15,0.1,0.15,0,0.10836505
0.15,0.05,0.3,0.1,0.15,0.25,0,0.10835274
0.05,0.15,0.2,0.25,0.3,0.05,0,0.10830209
0.05,0.3,0.3,0.05,0.25,0.05,0,0.10798994
0.15,0.15,0.35,0.05,0.1,0.2,0,0.10768673
0.25,0.3,0.15,0.05,0.1,0.15,0,0.10761142
0.3,0.05,0.1,0.2,0.15,0.2,0,0.10756717
0.25,0.15,0.25,0.2,0.1,0.05,0,0.10736039
0.05,0.2,0.1,0.3,0.3,0.05,0,0.1073346
0.3,0.2,0.05,0.25,0.1,0.1,0,0.10733046
0.05,0.1,0.35,0.15,0.3,0.05,0,0.10727163
0.2,0.3,0.2,0.05,0.1,0.15,0,0.10717556
0.15,0.05,0.05,0.3,0.3,0.15,0,0.10700236
0.35,0.05,0.15,0.15,0.1,0.2,0,0.10695939
0.15,0.15,0.05,0.1,0.3,0.25,0,0.10688757
0.15,0.05,0.15,0.2,0.2,0.25,0,0.10686079
0.2,0.05,0.2,0.15,0.15,0.25,0,0.1067718
0.35,0.1,0.1,0.2,0.1,0.15,0,0.1067657
0.2,0.35,0.05,0.05,0.2,0.15,0,0.10667222
0.2,0.25,0.1,0.25,0.1,0.1,0,0.10666807
0.15,0.1,0.35,0.2,0.15,0.05,0,0.10663168
0.15,0.1,0.05,0.2,0.25,0.25,0,0.10652272
0.05,0.15,0.05,0.3,0.35,0.1,0,0.10651886
0.1,0.35,0.25,0.1,0.1,0.1,0,0.10625467
0.05,0.2,0.3,0.05,0.3,0.1,0,0.10622738
0.35,0.05,0.25,0.15,0.1,0.1,0,0.10599927
0.3,0.15,0.05,0.1,0.15,0.25,0,0.105963
0.05,0.2,0.3,0.15,0.25,0.05,0,0.10595619
0.1,0.05,0.25,0.15,0.2,0.25,0,0.10594584
0.05,0.25,0.15,0.1,0.35,0.1,0,0.10592538
0.1,0.25,0.15,0.3,0.15,0.05,0,0.10575731
0.1,0.05,0.2,0.05,0.3,0.3,0,0.10565345
0.1,0.1,0.05,0.2,0.3,0.25,0,0.10564563
0.05,0.25,0.25,0.15,0.25,0.05,0,0.10554996
0.05,0.35,0.05,0.2,0.3,0.05,0,0.10544132
0.05,0.15,0.35,0.05,0.3,0.1,0,0.10540919
0.15,0.2,0.05,0.35,0.2,0.05,0,0.10538986
0.05,0.1,0.3,0.1,0.35,0.1,0,0.10518477
0.15,0.05,0.1,0.05,0.35,0.3,0,0.1047949
0.35,0.3,0.1,0.15,0.05,0.05,0,0.10474166
0.3,0.15,0.3,0.05,0.05,0.15,0,0.10473826
0.1,0.35,0.2,0.05,0.15,0.15,0,0.10473328
0.05,0.3,0.25,0.1,0.25,0.05,0,0.10472619
0.05,0.35,0.1,0.15,0.3,0.05,0,0.10467995
0.05,0.1,0.1,0.35,0.35,0.05,0,0.10465576
0.25,0.1,0.25,0.05,0.1,0.25,0,0.10448925
0.05,0.1,0.35,0.05,0.35,0.1,0,0.10440659
0.15,0.2,0.05,0.2,0.2,0.2,0,0.10438545
0.35,0.2,0.2,0.15,0.05,0.05,0,0.10436938
0.05,0.1,0.25,0.15,0.35,0.1,0,0.1043682
0.05,0.2,0.25,0.1,0.3,0.1,0,0.10414701
0.15,0.2,0.2,0.1,0.15,0.2,0,0.10401697
0.1,0.05,0.15,0.05,0.35,0.3,0,0.10394251
0.25,0.05,0.2,0.25,0.2,0.05,0,0.1037075
0.15,0.05,0.05,0.25,0.25,0.25,0,0.10369375
0.1,0.25,0.25,0.2,0.1,0.1,0,0.10358892
0.05,0.35,0.15,0.1,0.3,0.05,0,0.10334002
0.05,0.15,0.3,0.1,0.3,0.1,0,0.10323909
0.2,0.05,0.1,0.3,0.3,0.05,0,0.10309029
0.1,0.35,0.1,0.3,0.1,0.05,0,0.1030109
0.2,0.2,0.1,0.15,0.15,0.2,0,0.10283586
0.2,0.15,0.35,0.15,0.1,0.05,0,0.10275997
0.15,0.25,0.05,0.25,0.15,0.15,0,0.10272862
0.05,0.1,0.3,0.2,0.3,0.05,0,0.10249371
0.05,0.1,0.2,0.2,0.35,0.1,0,0.10244562
0.1,0.1,0.15,0.15,0.25,0.25,0,0.10224396
0.05,0.15,0.15,0.3,0.3,0.05,0,0.10220708
0.15,0.3,0.1,0.15,0.15,0.15,0,0.10220651
0.15,0.25,0.1,0.1,0.2,0.2,0,0.10205383
0.2,0.1,0.3,0.1,0.1,0.2,0,0.1018828
0.35,0.1,0.25,0.05,0.05,0.2,0,0.10186362
0.2,0.15,0.2,0.05,0.15,0.25,0,0.10181641
0.1,0.15,0.05,0.35,0.25,0.1,0,0.10176781
0.05,0.15,0.35,0.15,0.25,0.05,0,0.10171514
0.15,0.15,0.1,0.1,0.25,0.25,0,0.10165007
0.3,0.1,0.2,0.2,0.1,0.1,0,0.10149503
0.05,0.2,0.2,0.15,0.3,0.1,0,0.10147387
0.05,0.2,0.05,0.35,0.3,0.05,0,0.10144875
0.3,0.25,0.2,0.1,0.05,0.1,0,0.10144113
0.1,0.35,0.05,0.05,0.3,0.15,0,0.10138923
0.05,0.35,0.2,0.05,0.3,0.05,0,0.1013717
0.25,0.15,0.15,0.2,0.1,0.15,0,0.10132152
0.2,0.2,0.25,0.05,0.1,0.2,0,0.10121966
0.25,0.05,0.2,0.05,0.15,0.3,0,0.10121704
0.05,0.3,0.2,0.15,0.25,0.05,0,0.10116523
0.2,0.1,0.35,0.1,0.1,0.15,0,0.10101905
0.2,0.1,0.2,0.1,0.15,0.25,0,0.10101152
0.05,0.2,0.25,0.2,0.25,0.05,0,0.10097896
0.15,0.15,0.05,0.05,0.35,0.25,0,0.10092396
0.05,0.25,0.2,0.2,0.25,0.05,0,0.10091566
0.1,0.2,0.15,0.15,0.2,0.2,0,0.10091535
0.3,0.3,0.15,0.15,0.05,0.05,0,0.10090895
0.25,0.05,0.3,0.2,0.15,0.05,0,0.10082601
0.35,0.15,0.2,0.05,0.05,0.2,0,0.10070913
0.15,0.25,0.2,0.05,0.15,0.2,0,0.1007019
0.15,0.35,0.3,0.1,0.05,0.05,0,0.10063833
0.2,0.1,0.05,0.2,0.2,0.25,0,0.10054433
0.15,0.15,0.15,0.25,0.15,0.15,0,0.10051942
0.1,0.25,0.15,0.2,0.15,0.15,0,0.10050296
0.1,0.3,0.2,0.25,0.1,0.05,0,0.10032477
0.05,0.15,0.25,0.15,0.3,0.1,0,0.1003197
0.1,0.3,0.2,0.2,0.1,0.1,0,0.10020116
0.25,0.2,0.3,0.05,0.05,0.15,0,0.10013957
0.15,0.1,0.2,0.2,0.15,0.2,0,0.10001734
0.3,0.15,0.35,0.05,0.05,0.1,0,0.10001161
0.3,0.25,0.2,0.15,0.05,0.05,0,0.10000665
0.3,0.15,0.05,0.2,0.1,0.2,0,0.099990116
0.15,0.1,0.15,0.3,0.25,0.05,0,0.09989844
0.2,0.15,0.1,0.1,0.2,0.25,0,0.099841895
0.15,0.25,0.25,0.1,0.1,0.15,0,0.099817055
0.1,0.1,0.1,0.3,0.25,0.15,0,0.099756164
0.05,0.1,0.15,0.25,0.35,0.1,0,0.099740619
0.25,0.25,0.1,0.15,0.1,0.15,0,0.099354502
0.2,0.15,0.05,0.25,0.15,0.2,0,0.099286389
0.35,0.05,0.15,0.25,0.15,0.05,0,0.099235085
0.05,0.25,0.2,0.05,0.35,0.1,0,0.099164618
0.35,0.25,0.15,0.1,0.05,0.1,0,0.099153592
0.35,0.1,0.05,0.3,0.15,0.05,0,0.09912796
0.3,0.15,0.15,0.25,0.1,0.05,0,0.09897945
0.2,0.35,0.1,0.05,0.15,0.15,0,0.09890935
0.25,0.1,0.25,0.15,0.1,0.15,0,0.098809891
0.25,0.25,0.05,0.3,0.1,0.05,0,0.098742236
0.1,0.1,0.15,0.25,0.2,0.2,0,0.098546237
0.3,0.25,0.05,0.15,0.1,0.15,0,0.098537822
0.05,0.25,0.25,0.05,0.3,0.1,0,0.098448398
0.15,0.15,0.15,0.3,0.2,0.05,0,0.098434787
0.05,0.2,0.15,0.2,0.3,0.1,0,0.098385867
0.25,0.15,0.15,0.15,0.1,0.2,0,0.098369985
0.2,0.15,0.25,0.1,0.1,0.2,0,0.098242766
0.3,0.25,0.05,0.05,0.15,0.2,0,0.098194367
0.35,0.15,0.3,0.1,0.05,0.05,0,0.098169153
0.35,0.1,0.05,0.15,0.1,0.25,0,0.098129265
0.3,0.15,0.15,0.05,0.1,0.25,0,0.098014676
0.15,0.3,0.25,0.05,0.1,0.15,0,0.097974836
0.25,0.05,0.05,0.3,0.25,0.1,0,0.097936587
0.05,0.25,0.2,0.1,0.3,0.1,0,0.097880001
0.35,0.2,0.05,0.1,0.1,0.2,0,0.097855083
0.1,0.15,0.1,0.3,0.2,0.15,0,0.097705916
0.05,0.3,0.15,0.2,0.25,0.05,0,0.097401321
0.15,0.15,0.2,0.25,0.15,0.1,0,0.09738293
0.05,0.1,0.25,0.25,0.3,0.05,0,0.097351025
0.2,0.35,0.25,0.1,0.05,0.05,0,0.097174553
0.3,0.2,0.1,0.1,0.1,0.2,0,0.097109262
0.25,0.15,0.05,0.3,0.15,0.1,0,0.097106996
0.05,0.15,0.3,0.2,0.25,0.05,0,0.096969433
0.05,0.15,0.2,0.2,0.3,0.1,0,0.096886804
0.25,0.2,0.1,0.25,0.1,0.1,0,0.09678227
0.05,0.25,0.15,0.15,0.3,0.1,0,0.096731258
0.3,0.2,0.25,0.1,0.05,0.1,0,0.096570065
0.15,0.2,0.1,0.3,0.15,0.1,0,0.096517818
0.05,0.1,0.1,0.3,0.35,0.1,0,0.096473104
0.1,0.1,0.25,0.1,0.2,0.25,0,0.096449922
0.2,0.05,0.35,0.05,0.1,0.25,0,0.096406033
0.05,0.35,0.25,0.05,0.25,0.05,0,0.096318545
0.35,0.15,0.25,0.1,0.05,0.1,0,0.096225075
0.05,0.25,0.15,0.25,0.25,0.05,0,0.096189775
0.05,0.15,0.1,0.35,0.3,0.05,0,0.09617471
0.1,0.05,0.15,0.25,0.25,0.2,0,0.096053764
0.3,0.3,0.1,0.05,0.1,0.15,0,0.09603894
0.05,0.2,0.35,0.05,0.25,0.1,0,0.095978065
0.05,0.3,0.05,0.15,0.35,0.1,0,0.095971265
0.05,0.2,0.2,0.25,0.25,0.05,0,0.095899124
0.1,0.15,0.1,0.1,0.3,0.25,0,0.095784795
0.35,0.15,0.05,0.25,0.1,0.1,0,0.095723987
0.25,0.05,0.1,0.1,0.2,0.3,0,0.095589477
0.1,0.1,0.2,0.25,0.2,0.15,0,0.095474999
0.1,0.25,0.05,0.05,0.35,0.2,0,0.095462649
0.35,0.05,0.3,0.15,0.1,0.05,0,0.095263493
0.05,0.25,0.1,0.2,0.3,0.1,0,0.095141107
0.05,0.2,0.1,0.25,0.3,0.1,0,0.094998221
0.05,0.1,0.35,0.1,0.3,0.1,0,0.094982217
0.1,0.15,0.1,0.25,0.2,0.2,0,0.094834249
0.1,0.25,0.3,0.2,0.1,0.05,0,0.094782119
0.05,0.35,0.2,0.1,0.25,0.05,0,0.094753346
0.15,0.1,0.15,0.15,0.2,0.25,0,0.094591521
0.05,0.05,0.35,0.15,0.35,0.05,0,0.094492799
0.2,0.3,0.05,0.25,0.1,0.1,0,0.09433105
0.25,0.35,0.1,0.1,0.1,0.1,0,0.094278935
0.3,0.05,0.35,0.1,0.1,0.1,0,0.094249253
0.05,0.25,0.35,0.1,0.2,0.05,0,0.094169106
0.1,0.15,0.25,0.05,0.2,0.25,0,0.094113278
0.3,0.1,0.15,0.1,0.1,0.25,0,0.094072225
0.05,0.3,0.35,0.05,0.2,0.05,0,0.094018318
0.25,0.1,0.2,0.15,0.1,0.2,0,0.094002062
0.2,0.05,0.05,0.1,0.3,0.3,0,0.093844038
0.15,0.15,0.15,0.2,0.15,0.2,0,0.093778153
0.25,0.3,0.25,0.05,0.05,0.1,0,0.093547664
0.05,0.3,0.1,0.25,0.25,0.05,0,0.093497665
0.25,0.1,0.3,0.15,0.1,0.1,0,0.093481485
0.05,0.2,0.3,0.1,0.25,0.1,0,0.093474905
0.05,0.05,0.3,0.2,0.35,0.05,0,0.093387983
0.3,0.3,0.2,0.05,0.05,0.1,0,0.093271591
0.25,0.3,0.2,0.15,0.05,0.05,0,0.093231606
0.05,0.25,0.05,0.25,0.3,0.1,0,0.093193388
0.25,0.25,0.25,0.1,0.05,0.1,0,0.093181253
0.05,0.15,0.15,0.25,0.3,0.1,0,0.093098021
0.1,0.05,0.25,0.05,0.25,0.3,0,0.093015571
0.05,0.1,0.3,0.15,0.3,0.1,0,0.092955394
0.1,0.05,0.2,0.25,0.25,0.15,0,0.092926664
0.1,0.2,0.05,0.35,0.2,0.1,0,0.092907735
0.05,0.1,0.05,0.35,0.35,0.1,0,0.092799803
0.05,0.35,0.15,0.15,0.25,0.05,0,0.092790766
0.35,0.1,0.3,0.05,0.05,0.15,0,0.092731562
0.3,0.1,0.25,0.2,0.1,0.05,0,0.092605019
0.2,0.25,0.15,0.15,0.1,0.15,0,0.092502443
0.2,0.05,0.1,0.1,0.25,0.3,0,0.092438594
0.05,0.35,0.15,0.05,0.35,0.05,0,0.092367484
0.1,0.35,0.35,0.1,0.05,0.05,0,0.092333904
0.05,0.25,0.3,0.05,0.25,0.1,0,0.092208014
0.05,0.15,0.35,0.1,0.25,0.1,0,0.092127269
0.05,0.15,0.25,0.25,0.25,0.05,0,0.092028738
0.05,0.1,0.2,0.3,0.3,0.05,0,0.091990384
0.15,0.3,0.1,0.25,0.1,0.1,0,0.091938294
0.25,0.1,0.1,0.25,0.15,0.15,0,0.091797149
0.25,0.05,0.15,0.2,0.15,0.2,0,0.091780565
0.05,0.25,0.1,0.3,0.25,0.05,0,0.091420215
0.15,0.05,0.1,0.3,0.3,0.1,0,0.091408238
0.05,0.2,0.05,0.3,0.3,0.1,0,0.091389369
0.35,0.1,0.05,0.05,0.15,0.3,0,0.091267857
0.05,0.3,0.3,0.1,0.2,0.05,0,0.091261109
